Shredder,60.00,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Earrings_Stand,20.00,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Easel,28.00,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Portable_Speaker,99.00,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Air_Fryer,110.00,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Swimsuit,45.00,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Graphic_Novel,16.00,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Snack_Bars,6.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hair_Dryer,50.00,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tennis_Racket,80.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Video_Game_Console,499.00,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Car_Wash_Kit,30.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bird_Feeder,20.00,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Seed_Starting_Kit,15.00,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Desk_Chair,130.00,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Cufflinks,40.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Calligraphy_Set,35.00,0,0,0,0,0,0,0,0,0,0,0,0,0,1
External_Hard_Drive,70.00,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Air_Purifier,180.00,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Socks,8.00,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fantasy_Novel,15.00,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Herbal_Tea,9.00,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Electric_Toothbrush,60.00,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bicycle,300.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Dollhouse,70.00,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Car_Battery_Charger,65.00,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Dog_Leash,15.00,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Pruning_Shears,25.00,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Whiteboard,40.00,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Pendant,90.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sculpting_Tools,28.00,0,0,0,0,0,0,0,0,0,0,0,0,0,1
